Incident_ID,Type_of_Crime,Severity,Date,Time,Day,Area,Lat,Lon,Street_Light,CCTV,Police_Distance_km,Victim_Age_Group,Arrest_Made,Case_Status,Risk_Label,Is_Real,Source
2323,Theft (with harassment),Medium,16-10-2024,08:30,Friday,Padra,22.375402,73.179953,Yes,No,13.2,45+,Yes,Open,Medium,FALSE,SYNTHETIC
2466,Harassment,Low,26-04-2021,15:00,Tuesday,Waghodia,22.269946,73.106209,No,Yes,10.6,45+,Yes,Sentenced,Medium,FALSE,SYNTHETIC
2692,Sexual Harassment (Public Transport),Medium,01-03-2021,22:00,Saturday,Waghodia,22.211937,73.068124,Yes,No,7.8,18-25,No,Under Trial,High,FALSE,SYNTHETIC
2114,Attempted Rape,High,01-04-2019,17:30,Thursday,Raopura,22.180462,73.08961,Yes,Yes,9.7,45+,No,Open,High,FALSE,SYNTHETIC
2684,Gang Rape,High,04-11-2018,19:00,Saturday,Akota,22.238323,73.042727,Yes,Yes,7.5,18-25,No,Sentenced,Low,FALSE,SYNTHETIC
2292,Sexual Harassment (Public Transport),Medium,24-07-2025,23:30,Sunday,Sama,22.352076,73.160682,Yes,No,0.6,18-25,Yes,Investigation,Low,FALSE,SYNTHETIC
2703,Eve-teasing,Low,28-04-2021,17:30,Tuesday,Harni,22.192777,73.041403,No,Yes,3.7,Teen,Yes,Closed,Low,FALSE,SYNTHETIC
2610,Harassment,Low,22-07-2021,17:30,Friday,Chhani,22.194891,73.088448,Yes,No,9.8,25-35,Yes,Open,Medium,FALSE,SYNTHETIC
1001,Gang Rape,High,04-10-2024,22:00,Friday,Bhayli,22.1769,73.1201,No,Yes,5,16,Yes,Under Trial,High,TRUE,"DeshGujarat (Oct 7, 2024) - Bhayli gang rape"
2297,Molestation,Medium,26-03-2023,12:00,Wednesday,Gotri,22.382157,73.17922,Yes,No,11.7,Child,No,Investigation,Medium,FALSE,SYNTHETIC
2687,Stalking,Medium,20-02-2019,20:30,Wednesday,Vasna,22.171186,73.15858,Yes,No,2.5,Teen,No,Open,Medium,FALSE,SYNTHETIC
2528,Molestation,Medium,05-08-2025,15:00,Wednesday,Suncity,22.252131,73.066486,No,Yes,4.5,25-35,Yes,Investigation,High,FALSE,SYNTHETIC
2853,Molestation,Medium,23-01-2022,23:30,Tuesday,Sayajigunj,22.359537,73.128882,Yes,Yes,10.8,25-35,Yes,Closed,Low,FALSE,SYNTHETIC
2513,Sexual Harassment (Public Transport),Medium,08-09-2025,17:30,Tuesday,Suncity,22.229663,73.237554,No,Yes,1.2,18-25,No,Open,Low,FALSE,SYNTHETIC
2458,Attempted Rape,High,13-03-2021,15:00,Tuesday,Suncity,22.233574,73.231288,Yes,Yes,11.4,Teen,Yes,Under Trial,High,FALSE,SYNTHETIC
2385,Assault & Harassment,Medium,09-04-2022,23:30,Monday,Manjalpur,22.271166,73.179277,Yes,No,1.5,18-25,No,Investigation,Medium,FALSE,SYNTHETIC
2153,Harassment,Low,01-05-2025,19:00,Wednesday,Raopura,22.316947,73.146349,No,Yes,2.6,Child,No,Investigation,Medium,FALSE,SYNTHETIC
2106,Rape (motel),High,11-05-2025,20:30,Sunday,Akota,22.327209,73.05118,Yes,No,8.5,Child,No,Under Trial,Medium,FALSE,SYNTHETIC
2375,Molestation,Medium,13-11-2018,19:00,Thursday,Vasna,22.272069,73.254756,Yes,Yes,10.6,Teen,No,Open,High,FALSE,SYNTHETIC
2401,Gang Rape,High,28-09-2024,06:00,Wednesday,Raopura,22.219528,73.187159,Yes,Yes,12.3,18-25,Yes,Open,Low,FALSE,SYNTHETIC
2533,Attempted Theft & Harassment,Low,20-11-2022,12:00,Tuesday,Kunal Crossroads,22.398641,73.220919,Yes,Yes,2.4,Child,No,Open,Low,FALSE,SYNTHETIC
2884,Stalking,Medium,30-09-2019,23:30,Friday,Padra Road,22.398439,73.138463,No,Yes,9.8,Child,No,Open,Medium,FALSE,SYNTHETIC
2071,Gang Rape,High,31-10-2022,12:00,Saturday,Raopura,22.253013,73.20045,Yes,No,2.9,18-25,Yes,Investigation,Low,FALSE,SYNTHETIC
2920,Attempted Rape,High,19-01-2023,17:30,Wednesday,Padra Road,22.298607,73.220331,No,No,2.4,25-35,Yes,Open,Low,FALSE,SYNTHETIC
2162,Attempted Rape,High,20-08-2018,12:00,Saturday,Ajwa Road,22.20854,73.259099,Yes,No,8.7,45+,No,Open,High,FALSE,SYNTHETIC
2255,Sexual Harassment (Public Transport),Medium,13-08-2019,20:30,Monday,Gotri,22.372394,73.112874,No,No,3.7,Child,No,Closed,High,FALSE,SYNTHETIC
2876,Attempted Theft & Harassment,Low,02-07-2023,12:00,Tuesday,Vasna,22.368734,73.217647,Yes,Yes,12.1,Teen,No,Open,High,FALSE,SYNTHETIC
2050,Harassment,Low,30-03-2025,22:00,Thursday,Nizampura,22.173263,73.085399,No,No,10.4,25-35,No,Investigation,Medium,FALSE,SYNTHETIC
2272,Stalking,Medium,11-07-2022,06:00,Sunday,Raopura,22.331792,73.062801,Yes,No,11.1,45+,Yes,Open,Medium,FALSE,SYNTHETIC
2112,Harassment,Low,28-06-2020,22:00,Monday,Gorwa,22.253724,73.129113,No,Yes,5.7,35-45,Yes,Open,Low,FALSE,SYNTHETIC
2281,Sexual Harassment (Public Transport),Medium,02-06-2023,22:00,Wednesday,Manjalpur,22.260172,73.045834,Yes,No,9.9,Teen,Yes,Sentenced,Medium,FALSE,SYNTHETIC
2405,Gang Rape,High,29-10-2024,19:00,Thursday,Karjan,22.293786,73.185811,Yes,Yes,13.9,45+,No,Investigation,Medium,FALSE,SYNTHETIC
2307,Rape (motel),High,21-06-2018,06:00,Sunday,Padra Road,22.24852,73.166881,Yes,Yes,1.5,18-25,No,Open,High,FALSE,SYNTHETIC
2125,Theft (with harassment),Medium,18-05-2019,12:00,Friday,Waghodia,22.193164,73.208342,No,No,15,Child,No,Investigation,Medium,FALSE,SYNTHETIC
2404,Sexual Harassment (Public Transport),Medium,29-01-2021,19:00,Sunday,Ajwa Road,22.281162,73.203957,No,No,9.3,Teen,Yes,Investigation,Medium,FALSE,SYNTHETIC
2561,Harassment,Low,28-05-2025,12:00,Saturday,Padra Road,22.394433,73.275012,No,No,12,45+,No,Investigation,High,FALSE,SYNTHETIC
2116,Assault & Harassment,Medium,10-04-2023,06:00,Sunday,Chhani,22.213413,73.034061,No,Yes,11.9,25-35,Yes,Under Trial,Medium,FALSE,SYNTHETIC
2431,Rape (motel),High,20-04-2023,08:30,Friday,Harni,22.228125,73.043194,No,No,5.3,Teen,No,Investigation,High,FALSE,SYNTHETIC
2145,Sexual Assault (workplace),High,24-03-2021,08:30,Saturday,Padra Road,22.285798,73.25394,Yes,No,6,25-35,Yes,Open,Low,FALSE,SYNTHETIC
2009,Sexual Assault (workplace),High,12-07-2018,08:30,Wednesday,Akota,22.189996,73.20012,Yes,Yes,9,35-45,No,Investigation,Medium,FALSE,SYNTHETIC
2754,Sexual Assault (workplace),High,06-01-2025,08:30,Tuesday,Sayajigunj,22.254977,73.252428,Yes,Yes,9.6,35-45,Yes,Open,Low,FALSE,SYNTHETIC
2174,Gang Rape,High,14-09-2020,15:00,Tuesday,Vadodara Railway Station,22.213105,73.11861,Yes,No,12,Teen,No,Sentenced,Medium,FALSE,SYNTHETIC
2369,Harassment,Low,27-08-2018,17:30,Thursday,Ajwa Road,22.333575,73.238614,Yes,Yes,1.4,18-25,Yes,Open,Low,FALSE,SYNTHETIC
2833,Molestation,Medium,12-09-2022,15:00,Wednesday,Padra Road,22.381429,73.091236,No,Yes,13.7,Child,Yes,Investigation,Medium,FALSE,SYNTHETIC
2150,Gang Rape,High,11-03-2021,22:00,Tuesday,Harni,22.273478,73.26464,No,No,12.8,35-45,No,Open,Low,FALSE,SYNTHETIC
2686,Assault & Harassment,Medium,05-12-2024,22:00,Thursday,Gotri,22.151473,73.145088,No,Yes,4.6,Teen,Yes,Open,Medium,FALSE,SYNTHETIC
2121,Attempted Theft & Harassment,Low,01-01-2023,20:30,Monday,Padra,22.260977,73.141782,Yes,No,11,25-35,No,Open,High,FALSE,SYNTHETIC
2154,Molestation,Medium,16-06-2020,12:00,Sunday,Vasna,22.263745,73.277209,Yes,Yes,5.7,Child,No,Under Trial,High,FALSE,SYNTHETIC
1007,Rape (minor),High,09-10-2020,NA,NA,Vadodara (school area),22.3072,73.1812,Yes,Yes,1.5,13,Yes,Closed,High,TRUE,NDTV (2020) - school assault case
2726,Theft (with harassment),Medium,15-12-2018,06:00,Friday,Padra Road,22.16142,73.108645,Yes,No,14.2,Teen,No,Under Trial,High,FALSE,SYNTHETIC
2459,Eve-teasing,Low,10-06-2023,23:30,Wednesday,Manjalpur,22.37377,73.210351,Yes,Yes,9,25-35,No,Open,Medium,FALSE,SYNTHETIC
2054,Sexual Assault (workplace),High,08-07-2023,08:30,Sunday,Padra Road,22.321613,73.067932,No,Yes,12.2,25-35,Yes,Sentenced,Low,FALSE,SYNTHETIC
2891,Sexual Assault (workplace),High,05-01-2019,15:00,Thursday,Akota,22.288837,73.223902,Yes,No,0.3,18-25,No,Open,Medium,FALSE,SYNTHETIC
2794,Molestation,Medium,15-04-2019,08:30,Thursday,Alkapuri,22.300948,73.060259,No,Yes,1.6,18-25,Yes,Investigation,High,FALSE,SYNTHETIC
2219,Attempted Rape,High,01-05-2018,19:00,Monday,Suncity,22.280964,73.095737,No,Yes,14.6,Child,Yes,Investigation,Medium,FALSE,SYNTHETIC
2126,Gang Rape,High,08-10-2019,12:00,Wednesday,Gorwa,22.20606,73.276283,No,Yes,11.9,18-25,No,Open,Medium,FALSE,SYNTHETIC
2773,Assault & Harassment,Medium,04-06-2025,23:30,Friday,Nizampura,22.216395,73.261732,No,Yes,1.4,35-45,Yes,Open,Medium,FALSE,SYNTHETIC
2215,Eve-teasing,Low,16-02-2024,12:00,Wednesday,Vasna,22.154172,73.046883,No,No,4.1,Teen,Yes,Closed,Low,FALSE,SYNTHETIC
2201,Assault & Harassment,Medium,13-05-2018,22:00,Saturday,Karjan,22.36555,73.051746,No,No,13,Teen,Yes,Open,Medium,FALSE,SYNTHETIC
2904,Sexual Assault (workplace),High,31-01-2020,17:30,Sunday,Ajwa Road,22.161436,73.129668,No,Yes,2.9,25-35,No,Open,Low,FALSE,SYNTHETIC
2481,Attempted Theft & Harassment,Low,18-12-2022,17:30,Sunday,Padra,22.39259,73.135958,No,Yes,13.5,18-25,Yes,Open,Low,FALSE,SYNTHETIC
2113,Theft (with harassment),Medium,18-07-2019,06:00,Tuesday,Sama,22.324018,73.064698,Yes,No,10.6,35-45,Yes,Closed,Low,FALSE,SYNTHETIC
2971,Eve-teasing,Low,09-07-2020,23:30,Sunday,Manjalpur,22.399401,73.180829,No,No,9.1,25-35,Yes,Closed,Medium,FALSE,SYNTHETIC
2755,Rape (motel),High,05-11-2021,19:00,Monday,Vasna,22.299998,73.031254,Yes,Yes,7.9,25-35,Yes,Open,Low,FALSE,SYNTHETIC
2166,Rape (motel),High,04-01-2021,20:30,Wednesday,Vadodara Railway Station,22.159887,73.048196,No,Yes,12.1,45+,Yes,Investigation,High,FALSE,SYNTHETIC
2022,Gang Rape,High,21-02-2023,08:30,Sunday,Waghodia,22.203289,73.0963,No,Yes,14,Teen,Yes,Open,Low,FALSE,SYNTHETIC
2677,Eve-teasing,Low,25-03-2022,15:00,Friday,Chhani,22.345683,73.060876,No,No,8,25-35,No,Open,Low,FALSE,SYNTHETIC
2089,Assault & Harassment,Medium,15-10-2022,19:00,Saturday,Karjan,22.388398,73.201705,No,Yes,7.2,Teen,Yes,Open,Low,FALSE,SYNTHETIC
2569,Attempted Theft & Harassment,Low,04-10-2023,23:30,Sunday,Manjalpur,22.203161,73.148339,No,Yes,11.2,45+,No,Closed,Low,FALSE,SYNTHETIC
2037,Gang Rape,High,14-11-2024,23:30,Wednesday,Suncity,22.261478,73.069789,No,Yes,13,35-45,No,Under Trial,High,FALSE,SYNTHETIC
2386,Attempted Theft & Harassment,Low,28-09-2021,22:00,Friday,Chhani,22.189251,73.116695,No,Yes,5.4,Child,No,Open,High,FALSE,SYNTHETIC
2423,Stalking,Medium,18-07-2023,06:00,Thursday,Waghodia,22.354258,73.251815,No,No,13.6,Child,Yes,Under Trial,Medium,FALSE,SYNTHETIC
2738,Sexual Harassment (Public Transport),Medium,01-12-2018,17:30,Sunday,Nizampura,22.281194,73.197411,No,Yes,4,Teen,Yes,Closed,Medium,FALSE,SYNTHETIC
2978,Rape (motel),High,31-12-2018,19:00,Saturday,Gorwa,22.284559,73.231289,No,No,14.5,25-35,No,Open,Medium,FALSE,SYNTHETIC
2005,Attempted Rape,High,11-08-2020,08:30,Saturday,Chhani,22.263353,73.238528,Yes,Yes,2.6,25-35,Yes,Investigation,Medium,FALSE,SYNTHETIC
2448,Attempted Theft & Harassment,Low,27-05-2018,15:00,Sunday,Alkapuri,22.399096,73.089621,No,Yes,6,45+,No,Investigation,High,FALSE,SYNTHETIC
2520,Sexual Assault (workplace),High,13-03-2024,20:30,Thursday,Sama,22.389621,73.120714,No,No,12.2,Teen,Yes,Closed,Low,FALSE,SYNTHETIC
2512,Sexual Assault (workplace),High,22-05-2020,22:00,Tuesday,Karjan,22.28318,73.183606,Yes,Yes,11.6,35-45,Yes,Investigation,Low,FALSE,SYNTHETIC
2599,Sexual Assault (workplace),High,09-11-2021,15:00,Friday,Sayajigunj,22.377125,73.226316,No,No,5.3,Child,No,Investigation,High,FALSE,SYNTHETIC
2675,Molestation,Medium,05-03-2022,23:30,Monday,Vadodara Railway Station,22.254922,73.068373,No,Yes,14.9,35-45,No,Open,Medium,FALSE,SYNTHETIC
2907,Sexual Assault (workplace),High,12-05-2020,23:30,Wednesday,Padra,22.247515,73.130735,Yes,Yes,10,45+,Yes,Investigation,Medium,FALSE,SYNTHETIC
2319,Theft (with harassment),Medium,26-08-2022,19:00,Friday,Manjalpur,22.318807,73.149755,Yes,Yes,8.9,Child,No,Open,Low,FALSE,SYNTHETIC
2032,Gang Rape,High,29-08-2021,20:30,Friday,Sama,22.181822,73.135112,Yes,No,14.1,Child,Yes,Investigation,Low,FALSE,SYNTHETIC
2488,Gang Rape,High,08-09-2025,19:00,Wednesday,Manjalpur,22.295012,73.235829,Yes,Yes,0.4,45+,No,Open,Medium,FALSE,SYNTHETIC
2497,Stalking,Medium,25-09-2024,17:30,Saturday,Nizampura,22.288479,73.102647,No,Yes,12.9,18-25,Yes,Closed,High,FALSE,SYNTHETIC
2901,Attempted Rape,High,05-02-2025,22:00,Monday,Suncity,22.236347,73.144508,Yes,Yes,9.3,Child,No,Open,Low,FALSE,SYNTHETIC
2762,Sexual Assault (workplace),High,25-10-2024,08:30,Thursday,Padra Road,22.255438,73.21905,Yes,No,4.9,25-35,Yes,Open,High,FALSE,SYNTHETIC
2245,Eve-teasing,Low,24-03-2018,19:00,Monday,Karjan,22.16855,73.072526,No,No,5.8,Child,Yes,Investigation,High,FALSE,SYNTHETIC
2798,Sexual Assault (workplace),High,05-07-2024,17:30,Wednesday,Gotri,22.312606,73.194298,Yes,Yes,6.8,25-35,Yes,Investigation,Medium,FALSE,SYNTHETIC
2691,Harassment,Low,30-09-2019,19:00,Thursday,Ajwa Road,22.341846,73.089126,No,No,10.2,25-35,No,Sentenced,Medium,FALSE,SYNTHETIC
2663,Eve-teasing,Low,27-11-2021,20:30,Sunday,Chhani,22.281961,73.10076,Yes,No,10.5,18-25,No,Open,Low,FALSE,SYNTHETIC
2813,Eve-teasing,Low,15-10-2022,23:30,Monday,Akota,22.259488,73.254287,Yes,Yes,14.7,25-35,No,Open,Medium,FALSE,SYNTHETIC
2499,Stalking,Medium,29-01-2022,15:00,Friday,Kunal Crossroads,22.29874,73.277665,No,No,2,35-45,No,Open,Medium,FALSE,SYNTHETIC
2428,Eve-teasing,Low,18-05-2025,20:30,Thursday,Akota,22.184305,73.231485,No,No,12.9,Child,No,Investigation,Medium,FALSE,SYNTHETIC
1019,Suicide after testifying,High,20-02-2025,NA,NA,Por village,22.1,73.2,No,No,20,17,No,Closed,High,TRUE,"Times of India (Feb 27, 2025) - suicide after testimony"
2696,Stalking,Medium,03-01-2018,06:00,Wednesday,Kunal Crossroads,22.221329,73.10004,No,Yes,9.2,35-45,Yes,Open,Medium,FALSE,SYNTHETIC
2464,Stalking,Medium,02-09-2021,20:30,Thursday,Padra Road,22.372956,73.177943,Yes,No,2.4,45+,Yes,Investigation,Low,FALSE,SYNTHETIC
2549,Rape (motel),High,16-04-2023,06:00,Sunday,Nizampura,22.210657,73.103708,No,No,12.5,35-45,Yes,Open,Low,FALSE,SYNTHETIC
2414,Gang Rape,High,28-03-2023,06:00,Wednesday,Manjalpur,22.341545,73.216389,No,No,0.5,25-35,Yes,Open,Low,FALSE,SYNTHETIC
2348,Harassment,Low,23-08-2022,12:00,Monday,Padra,22.18126,73.088657,Yes,No,3.9,Child,Yes,Open,Low,FALSE,SYNTHETIC
2064,Theft (with harassment),Medium,06-03-2023,08:30,Friday,Akota,22.383163,73.102965,Yes,No,10.6,35-45,No,Sentenced,Low,FALSE,SYNTHETIC
2042,Assault & Harassment,Medium,25-07-2018,17:30,Wednesday,Chhani,22.202915,73.111711,Yes,No,11.5,35-45,No,Under Trial,High,FALSE,SYNTHETIC
2619,Molestation,Medium,09-10-2018,20:30,Wednesday,Sayajigunj,22.367612,73.107439,Yes,No,12.3,Child,No,Open,Medium,FALSE,SYNTHETIC
2253,Gang Rape,High,09-05-2022,23:30,Friday,Chhani,22.231532,73.09905,Yes,Yes,7,Teen,No,Open,Low,FALSE,SYNTHETIC
2266,Stalking,Medium,16-08-2025,19:00,Sunday,Waghodia,22.238821,73.216052,Yes,No,4.7,25-35,No,Open,Low,FALSE,SYNTHETIC
2341,Attempted Rape,High,25-02-2024,17:30,Wednesday,Raopura,22.267836,73.183271,No,No,5.6,35-45,No,Open,Medium,FALSE,SYNTHETIC
2335,Eve-teasing,Low,31-07-2024,06:00,Wednesday,Vasna,22.214455,73.125668,Yes,No,11.9,18-25,Yes,Under Trial,Medium,FALSE,SYNTHETIC
2437,Attempted Rape,High,13-12-2023,20:30,Wednesday,Alkapuri,22.381806,73.142205,No,No,10.2,45+,Yes,Open,Medium,FALSE,SYNTHETIC
2259,Assault & Harassment,Medium,22-08-2025,06:00,Wednesday,Raopura,22.272197,73.141526,Yes,No,14.4,35-45,No,Open,High,FALSE,SYNTHETIC
1013,Neighbour Rape,High,12-12-2023,20:30,Tuesday,Chhani,22.36,73.08,Yes,No,3,30-40,Yes,Investigation,High,TRUE,"Times of India (Dec 14, 2023) - neighbour arrested"
2163,Gang Rape,High,15-05-2021,17:30,Wednesday,Gotri,22.38713,73.249928,No,No,13.7,Child,No,Investigation,Low,FALSE,SYNTHETIC
2349,Sexual Harassment (Public Transport),Medium,25-02-2024,06:00,Thursday,Alkapuri,22.280996,73.279003,No,Yes,1.7,45+,Yes,Open,High,FALSE,SYNTHETIC
2862,Gang Rape,High,05-03-2023,22:00,Sunday,Ajwa Road,22.364663,73.278189,Yes,Yes,1.4,Teen,No,Investigation,Low,FALSE,SYNTHETIC
2596,Gang Rape,High,20-04-2025,06:00,Friday,Nizampura,22.232048,73.07812,Yes,No,1.7,45+,Yes,Investigation,High,FALSE,SYNTHETIC
2204,Sexual Harassment (Public Transport),Medium,06-08-2019,17:30,Wednesday,Suncity,22.262998,73.188407,No,No,13.2,Teen,No,Investigation,Low,FALSE,SYNTHETIC
2553,Molestation,Medium,20-07-2025,19:00,Friday,Vasna,22.305461,73.100614,No,Yes,11.3,Child,No,Open,Low,FALSE,SYNTHETIC
2951,Theft (with harassment),Medium,28-07-2020,08:30,Friday,Chhani,22.153963,73.271059,Yes,Yes,11,25-35,Yes,Open,Low,FALSE,SYNTHETIC
2634,Attempted Theft & Harassment,Low,14-03-2025,06:00,Sunday,Raopura,22.299519,73.266469,Yes,No,11.1,25-35,Yes,Open,Medium,FALSE,SYNTHETIC
2526,Sexual Harassment (Public Transport),Medium,23-07-2018,20:30,Sunday,Vadodara Railway Station,22.300098,73.067313,No,No,14.4,18-25,Yes,Open,Medium,FALSE,SYNTHETIC
2563,Attempted Rape,High,11-04-2025,20:30,Tuesday,Sayajigunj,22.17107,73.164358,Yes,No,6,Child,Yes,Investigation,Medium,FALSE,SYNTHETIC
2614,Stalking,Medium,09-02-2020,20:30,Thursday,Suncity,22.25967,73.243236,No,No,0.6,18-25,Yes,Open,Medium,FALSE,SYNTHETIC
2157,Theft (with harassment),Medium,28-04-2024,06:00,Monday,Harni,22.318192,73.107042,No,No,0.5,25-35,Yes,Under Trial,Medium,FALSE,SYNTHETIC
2646,Attempted Theft & Harassment,Low,06-01-2021,15:00,Friday,Chhani,22.227025,73.276756,No,No,12.3,Teen,Yes,Open,Medium,FALSE,SYNTHETIC
2654,Gang Rape,High,18-04-2021,15:00,Sunday,Akota,22.369059,73.226215,No,Yes,10.8,Teen,Yes,Investigation,Low,FALSE,SYNTHETIC
2566,Sexual Assault (workplace),High,10-05-2021,17:30,Sunday,Padra Road,22.184993,73.124416,No,No,11.1,Teen,No,Investigation,Low,FALSE,SYNTHETIC
2854,Eve-teasing,Low,28-05-2018,06:00,Saturday,Ajwa Road,22.275375,73.227836,Yes,Yes,0.8,25-35,No,Open,Medium,FALSE,SYNTHETIC
2374,Assault & Harassment,Medium,22-01-2019,06:00,Friday,Nizampura,22.189027,73.096247,No,Yes,13.4,18-25,Yes,Open,Low,FALSE,SYNTHETIC
2144,Gang Rape,High,27-02-2020,15:00,Thursday,Karjan,22.224625,73.265371,No,No,14.7,25-35,Yes,Investigation,Medium,FALSE,SYNTHETIC
2229,Attempted Theft & Harassment,Low,04-09-2021,12:00,Monday,Waghodia,22.212055,73.118936,No,No,7.8,Child,No,Open,High,FALSE,SYNTHETIC
2615,Sexual Assault (workplace),High,12-07-2020,20:30,Monday,Suncity,22.338157,73.22071,Yes,Yes,10.4,25-35,No,Investigation,Medium,FALSE,SYNTHETIC
2866,Assault & Harassment,Medium,18-11-2023,22:00,Monday,Alkapuri,22.254076,73.067587,No,No,1.2,Teen,No,Under Trial,Low,FALSE,SYNTHETIC
2650,Sexual Harassment (Public Transport),Medium,14-05-2020,23:30,Wednesday,Alkapuri,22.300746,73.276724,No,No,11.5,35-45,No,Under Trial,Medium,FALSE,SYNTHETIC
2356,Harassment,Low,06-08-2021,06:00,Monday,Akota,22.392429,73.035533,Yes,Yes,14.6,25-35,No,Open,Medium,FALSE,SYNTHETIC
2393,Rape (motel),High,28-09-2018,12:00,Saturday,Nizampura,22.272486,73.111224,No,No,7,18-25,No,Investigation,Low,FALSE,SYNTHETIC
2055,Theft (with harassment),Medium,11-11-2023,20:30,Sunday,Nizampura,22.224338,73.177131,Yes,Yes,6.5,45+,Yes,Investigation,Medium,FALSE,SYNTHETIC
2094,Harassment,Low,30-09-2019,12:00,Friday,Vadodara Railway Station,22.318492,73.098026,Yes,No,10,35-45,No,Investigation,Low,FALSE,SYNTHETIC
2579,Assault & Harassment,Medium,17-04-2019,17:30,Friday,Gotri,22.266206,73.131769,Yes,Yes,7.4,35-45,Yes,Closed,Low,FALSE,SYNTHETIC
2942,Theft (with harassment),Medium,28-08-2023,19:00,Friday,Harni,22.220662,73.113438,Yes,Yes,1.2,Teen,Yes,Sentenced,Medium,FALSE,SYNTHETIC
2371,Gang Rape,High,03-03-2019,12:00,Friday,Padra,22.250389,73.114378,No,No,2.5,45+,No,Closed,High,FALSE,SYNTHETIC
2085,Molestation,Medium,15-12-2019,17:30,Monday,Gotri,22.33543,73.161521,No,Yes,11.2,35-45,No,Under Trial,Medium,FALSE,SYNTHETIC
2095,Sexual Assault (workplace),High,27-10-2022,08:30,Monday,Sama,22.319622,73.151658,Yes,No,10.1,Teen,Yes,Open,Medium,FALSE,SYNTHETIC
2398,Rape (motel),High,16-11-2023,20:30,Tuesday,Ajwa Road,22.387438,73.12467,Yes,Yes,5.8,18-25,No,Investigation,Medium,FALSE,SYNTHETIC
2506,Assault & Harassment,Medium,14-11-2021,19:00,Wednesday,Suncity,22.164112,73.091057,Yes,No,3.7,25-35,Yes,Closed,Low,FALSE,SYNTHETIC
2438,Eve-teasing,Low,04-10-2021,17:30,Tuesday,Karjan,22.213836,73.176044,No,Yes,7,Child,Yes,Under Trial,Medium,FALSE,SYNTHETIC
2390,Theft (with harassment),Medium,23-08-2022,20:30,Tuesday,Sama,22.336402,73.235425,Yes,Yes,9.6,Child,No,Open,Low,FALSE,SYNTHETIC
2073,Theft (with harassment),Medium,02-03-2025,20:30,Friday,Karjan,22.361326,73.079804,No,No,5.9,35-45,Yes,Open,Medium,FALSE,SYNTHETIC
2911,Theft (with harassment),Medium,11-07-2020,20:30,Wednesday,Vasna,22.221571,73.261138,No,Yes,2.5,18-25,No,Open,Medium,FALSE,SYNTHETIC
2070,Sexual Assault (workplace),High,06-01-2019,20:30,Wednesday,Manjalpur,22.325973,73.055127,No,No,2.7,25-35,Yes,Open,Medium,FALSE,SYNTHETIC
2317,Rape (motel),High,01-05-2025,20:30,Sunday,Gorwa,22.313334,73.238867,No,No,7.8,35-45,Yes,Investigation,Low,FALSE,SYNTHETIC
2969,Assault & Harassment,Medium,22-12-2022,12:00,Sunday,Karjan,22.152692,73.059323,Yes,No,4.8,Teen,No,Open,Medium,FALSE,SYNTHETIC
2902,Assault & Harassment,Medium,14-04-2022,23:30,Saturday,Waghodia,22.38186,73.217317,Yes,No,6.5,Teen,Yes,Sentenced,Low,FALSE,SYNTHETIC
2914,Attempted Theft & Harassment,Low,24-10-2019,22:00,Monday,Gorwa,22.368663,73.073803,Yes,No,14.1,18-25,No,Open,Low,FALSE,SYNTHETIC
2586,Eve-teasing,Low,04-05-2022,12:00,Saturday,Alkapuri,22.265673,73.264062,No,Yes,6.8,18-25,Yes,Under Trial,Medium,FALSE,SYNTHETIC
2574,Sexual Assault (workplace),High,31-05-2024,17:30,Sunday,Harni,22.180945,73.169838,No,Yes,3,45+,Yes,Sentenced,Medium,FALSE,SYNTHETIC
2592,Eve-teasing,Low,05-11-2019,19:00,Thursday,Sama,22.306499,73.054182,Yes,No,7.3,Teen,No,Under Trial,Low,FALSE,SYNTHETIC
2075,Attempted Rape,High,16-06-2020,15:00,Wednesday,Vadodara Railway Station,22.319441,73.210232,No,Yes,10,18-25,Yes,Closed,Medium,FALSE,SYNTHETIC
1012,Spiked Drink and Rape,High,09-10-2023,22:00,Monday,Karelibaug,22.33,73.16,Yes,No,1.8,46,Yes,Closed,High,TRUE,"Times of India (Oct 10, 2023) - spiked drink rape"
2377,Molestation,Medium,31-07-2021,23:30,Friday,Padra Road,22.231708,73.204442,Yes,Yes,2.5,Child,No,Sentenced,Medium,FALSE,SYNTHETIC
2514,Molestation,Medium,21-07-2022,15:00,Saturday,Manjalpur,22.197979,73.091397,Yes,Yes,12.4,35-45,No,Investigation,Medium,FALSE,SYNTHETIC
2024,Theft (with harassment),Medium,10-02-2025,17:30,Wednesday,Ajwa Road,22.21278,73.25704,Yes,No,1,Child,No,Under Trial,Low,FALSE,SYNTHETIC
2023,Sexual Assault (workplace),High,28-06-2025,23:30,Saturday,Sama,22.175897,73.249532,No,Yes,4.1,Teen,Yes,Open,Medium,FALSE,SYNTHETIC
2310,Sexual Assault (workplace),High,20-01-2023,19:00,Wednesday,Vadodara Railway Station,22.226419,73.176042,Yes,Yes,8.6,25-35,No,Sentenced,Low,FALSE,SYNTHETIC
2148,Sexual Assault (workplace),High,28-04-2025,22:00,Friday,Vasna,22.199864,73.270979,Yes,Yes,5,Child,Yes,Closed,Low,FALSE,SYNTHETIC
2478,Sexual Assault (workplace),High,16-05-2023,06:00,Friday,Akota,22.28774,73.107021,Yes,Yes,6.1,18-25,No,Open,Low,FALSE,SYNTHETIC
